84,2,216,0,216,18,84,20
25,94,85,93,85,108,26,109
245,338,293,339,292,354,245,353
66,62,108,61,108,75,66,76
0,77,51,78,51,92,0,92
14,110,63,111,63,126,13,125
25,207,92,206,92,221,25,222
46,47,100,46,100,58,46,59
56,307,99,308,98,322,56,320
0,63,49,64,49,78,0,77
111,307,166,307,166,320,111,321
209,176,258,174,258,189,210,190
71,78,122,76,123,91,71,93
2,175,45,177,45,191,2,189
12,192,49,193,48,208,11,207
262,306,303,307,302,320,262,320
241,110,272,111,272,124,240,123
254,60,296,61,296,76,254,75
257,242,300,241,300,256,257,257
159,61,207,62,207,75,159,75
47,159,101,159,101,172,47,173
84,338,123,339,122,353,84,351
6,354,42,356,41,370,5,367
262,192,301,193,300,207,262,206
191,224,228,224,229,238,191,238
205,142,252,143,252,158,205,157
11,226,59,225,60,239,12,241
239,76,281,78,280,93,238,91
176,241,220,241,221,254,176,255
259,142,299,144,299,157,258,156
176,191,223,191,223,206,176,206
187,322,227,323,227,336,187,336
41,257,94,258,94,272,41,272
120,273,153,273,153,285,120,286
5,258,35,257,36,270,6,271
207,208,251,208,251,223,207,223
256,94,294,94,293,109,255,108
175,126,215,126,215,141,175,140
195,256,233,256,233,271,195,271
128,259,177,258,177,272,128,272
107,141,143,142,142,156,106,156
30,241,64,240,65,254,30,255
24,306,53,308,53,321,23,320
265,176,299,177,299,190,265,189
6,272,37,273,37,286,6,285
56,142,91,143,91,157,56,156
244,125,285,127,284,142,243,140
130,159,179,160,179,173,130,172
251,224,297,225,296,240,251,239
58,176,100,175,100,189,58,190
237,321,264,321,264,336,236,335
70,191,106,191,106,206,70,205
102,127,136,127,136,140,102,141
235,44,271,46,271,60,234,58
244,355,304,356,304,371,243,370
108,207,151,208,151,223,108,222
66,125,100,126,100,140,66,140
105,111,135,111,135,124,104,124
205,110,232,110,231,124,204,123
232,158,264,157,265,172,232,172
11,45,41,46,41,59,11,58
196,306,225,306,225,320,196,319
138,127,170,126,170,140,138,141
218,125,245,126,245,141,218,140
268,158,299,160,298,174,267,172
43,322,72,323,72,336,43,336
154,78,189,78,189,91,154,92
115,175,138,176,138,190,114,189
136,175,181,175,182,190,136,190
67,225,109,224,109,237,67,238
134,110,175,111,175,124,134,123
6,321,40,322,40,336,6,336
161,306,192,306,192,320,161,319
7,338,39,339,39,353,6,352
3,125,34,125,34,140,3,140
23,144,52,143,53,157,23,158
157,208,181,207,181,221,157,222
151,45,182,45,181,58,151,58
99,356,131,356,131,370,99,369
237,258,270,258,270,272,237,271
97,240,135,242,135,255,97,253
92,274,118,273,118,286,92,287
133,354,185,355,185,369,133,368
261,322,286,321,286,336,261,336
46,356,70,356,70,369,46,368
186,356,221,357,221,369,185,368
188,159,210,159,210,172,188,172
135,339,182,341,181,354,135,352
31,127,56,126,56,141,31,141
38,273,62,274,62,288,37,287
177,110,202,109,203,123,178,124
108,92,157,93,157,107,108,107
6,241,30,240,30,254,6,255
102,322,148,322,148,337,102,337
72,322,100,323,100,337,71,336
133,61,157,61,157,75,133,75
240,306,265,306,265,320,240,319
126,46,143,46,143,57,126,58
217,76,238,76,238,91,217,91
273,256,300,256,300,270,273,270
64,273,92,273,92,286,64,286
154,93,180,93,181,108,154,108
134,191,163,191,163,205,134,206
1,158,26,158,27,175,1,176
163,321,187,321,187,336,163,336
96,257,120,257,120,271,97,271
131,224,166,224,166,239,131,239
142,143,181,142,182,156,142,157
207,94,235,95,235,108,207,107
1,208,27,207,28,223,2,224
108,191,132,191,132,206,107,206
277,206,302,206,302,223,277,223
226,224,257,225,257,239,226,238
69,109,99,108,99,123,69,124
137,241,168,241,168,255,137,255
202,45,233,45,233,58,202,58
232,191,259,191,259,206,232,206
58,338,80,338,80,351,58,352
181,176,211,176,211,190,181,190
179,77,212,77,213,90,179,91
232,61,258,62,258,76,231,75
124,76,152,77,152,93,124,92
48,191,77,192,77,207,48,206
69,240,101,240,101,254,69,255
35,338,60,338,60,354,35,354
96,60,131,61,131,75,96,74
83,94,114,93,115,107,83,108
